[2026-02-23 09:59:27] info: 	z2m: Logging to console, file (filename: log.log)
[2026-02-23 09:59:33] info: 	z2m: Entre2 (0x348d13fffe285b2c): L2205 - IKEA JETSTROM wall light panel, color/white spectrum, 30x30 cm (Router)
[2026-02-23 09:59:33] info: 	z2m: Terrasselys (0x804b50fffe5cdcc7): LED1732G11 - IKEA TRADFRI bulb E26/E27, white spectrum, globe, opal, 1000 lm (Router)
[2026-02-23 09:59:33] info: 	z2m: SengeLampeBedroom (0xb4e3f9fffe80d89a): E160x/E170x/E190x - IKEA TRADFRI control outlet (Router)
[2026-02-23 09:59:33] info: 	z2m: KøkkenRemote (0xb4e3f9fffeb9173e): E1524/E1810 - IKEA TRADFRI remote control (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: TrappeNedMotion (0x00124b00251c6ff0): SNZB-03 - SONOFF Motion sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: EntreMotion (0x00124b00292ddd12): SNZB-03 - SONOFF Motion sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: SengeRemoteKælder (0xb4e3f9fffe7c172d): E1524/E1810 - IKEA TRADFRI remote control (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: LampeFadøl (0x847127fffecda644): LED1732G11 - IKEA TRADFRI bulb E26/E27, white spectrum, globe, opal, 1000 lm (Router)
[2026-02-23 09:59:33] info: 	z2m: InstrumentLys (0xb0c7defffe8fc5ca): ICPSHC24-10EU-IL-1/ICPSHC24-10EU-IL-2 - IKEA TRADFRI LED driver, 10 w (Router)
[2026-02-23 09:59:33] info: 	z2m: RemoteKælderIndenforDør (0x0c4314fffea62b22): E2001/E2002/E2313 - IKEA STYRBAR remote control (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: MotionKælder (0x00124b00251a1dfd): SNZB-03 - SONOFF Motion sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: StueTermometer (0x00124b002503859e): SNZB-02 - SONOFF Temperature and humidity sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: BadeværelseTermometer (0x00124b002502f7da): SNZB-02 - SONOFF Temperature and humidity sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: udetermometer (0x00124b0025045d05): SNZB-02 - SONOFF Temperature and humidity sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: UdeLysSensor (0x54ef4410000d6a1a): GZCGQ01LM - Xiaomi Mi light sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: SoveværelseTermometer (0x00124b0025007155): SNZB-02 - SONOFF Temperature and humidity sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: Gert senge remote 2 (0x5cc7c1fffea50302): E2201 - IKEA RODRET wireless dimmer/power switch (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: StueLedStrip (0xa4c138cc2420c657): TS0501B - Tuya Zigbee light (Router)
[2026-02-23 09:59:33] info: 	z2m: LampeOverSpisebord (0xa4c138bd166741e3): TS0501B - Tuya Zigbee light (Router)
[2026-02-23 09:59:33] info: 	z2m: Hoveddør (0x2c1165fffe787b52): LED2003G10 - IKEA TRADFRI bulb E26/27, white spectrum, globe, opal, 1055/1100/1160 lm (Router)
[2026-02-23 09:59:33] info: 	z2m: Indgangslys (0x2c1165fffeb8daa0): E160x/E170x/E190x - IKEA TRADFRI control outlet (Router)
[2026-02-23 09:59:33] info: 	z2m: InstrumentlysØverst (0xa4c1382f7960e3f3): TS0501B - Tuya Zigbee light (Router)
[2026-02-23 09:59:33] info: 	z2m: Køkken_Ø (0x187a3efffe277e5d): 7848 - Envilar Dimmable LED driver (Router)
[2026-02-23 09:59:33] info: 	z2m: UnderTerasse (0x348d13fffe072b6b): E22xx - IKEA INSPELNING smart plug (Router)
[2026-02-23 09:59:33] info: 	z2m: MotionTerasse1 (0x00124b00292e120f): SNZB-03 - SONOFF Motion sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: MotionTerasse2 (0x00124b00292cde5b): SNZB-03 - SONOFF Motion sensor (EndDevice)
[2026-02-23 09:59:33] info: 	z2m: PowerMeter1 (0x180df9fffe8536eb): E22xx - IKEA INSPELNING smart plug (Router)
[2026-02-23 09:59:33] info: 	z2m: Currently 44 devices are joined.
[2026-02-23 09:59:33] info: 	z2m: Connecting to MQTT server at mqtt://mosquitto:1883
[2026-02-23 09:59:33] info: 	z2m: Connected to MQTT server
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/901/availability', payload '{"state":"offline"}'
[2026-02-23 09:59:33] info: 	z2m: Started frontend on port 8080
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Lampe ved skrivebord', payload '{"brightness":254,"color_mode":"color_temp","color_options":null,"color_temp":250,"effect":null,"identify":null,"linkquality":152,"power_on_behavior":null,"state":"OFF","update":{"installed_version":65554,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-lds-bulb-hwpwmcs-ws_release_prod_v65554_5d50205c-63c3-426d-bfba-4839c4b55bba.ota","latest_version":65554,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Lampe ved skruestik', payload '{"brightness":94,"color_mode":"color_temp","color_options":null,"color_temp":294,"effect":null,"identify":null,"linkquality":192,"power_on_behavior":null,"state":"OFF","update":{"installed_version":65554,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-lds-bulb-hwpwmcs-ws_release_prod_v65554_5d50205c-63c3-426d-bfba-4839c4b55bba.ota","latest_version":65554,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sengelampe', payload '{"brightness":102,"color_mode":"color_temp","color_options":null,"color_temp":294,"effect":null,"identify":null,"linkquality":120,"power_on_behavior":null,"state":"OFF","update":{"installed_version":587814449,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/tradfri-sy5882-bulb-ws_release_prod_v587814449_185b3c4d-da1b-4867-8c16-2cee1fc5c11d.ota","latest_version":587814449,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Skrivebord lampe', payload '{"linkquality":148,"state":"OFF"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Grøn mand', payload '{"brightness":3,"color":{"x":0.189,"y":0.706},"color_mode":"xy","color_options":null,"effect":null,"identify":null,"linkquality":232,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16777284,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo_cws-0x2805-1.0.44-prod.ota.ota.signed","latest_version":16777284,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LEDstrip langs loft', payload '{"brightness":177,"color_power_on_behavior":null,"do_not_disturb":null,"effect":null,"linkquality":160,"state":"OFF"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Skrivebordlampe ovenpå 2', payload '{"brightness":254,"color_options":null,"effect":null,"identify":null,"linkquality":180,"power_on_behavior":null,"state":"OFF","update":{"installed_version":65554,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-lds-bulb-hwpwmcs-ws_release_prod_v65554_5d50205c-63c3-426d-bfba-4839c4b55bba.ota","latest_version":65554,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Skrivebord lampe ovenpå 1', payload '{"brightness":254,"color_options":null,"effect":null,"identify":null,"linkquality":152,"power_on_behavior":null,"state":"OFF","update":{"installed_version":65554,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-lds-bulb-hwpwmcs-ws_release_prod_v65554_5d50205c-63c3-426d-bfba-4839c4b55bba.ota","latest_version":65554,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Skrivbord temperator ovenpå', payload '{"battery":100,"comfort_humidity_max":60,"comfort_humidity_min":40,"comfort_temperature_max":27,"comfort_temperature_min":19,"humidity":46.6,"humidity_calibration":null,"linkquality":172,"temperature":19,"temperature_calibration":null,"temperature_units":"celsius","update":{"installed_version":4105,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Sonoff/snzb-02d_v2.3.0.ota","latest_version":8960,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/kældertemperatur', payload '{"battery":100,"comfort_humidity_max":60,"comfort_humidity_min":40,"comfort_temperature_max":27,"comfort_temperature_min":19,"humidity":35.9,"humidity_calibration":null,"linkquality":196,"temperature":22.7,"temperature_calibration":null,"temperature_units":"celsius","update":{"installed_version":4105,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Sonoff/snzb-02d_v2.3.0.ota","latest_version":8960,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Skrivebord ovenpå remote', payload '{"battery":100,"identify":null,"linkquality":148,"update":{"installed_version":65572,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-kt-styrbar-remote_release_prod_v33816598_c00d5422-e816-48ec-87a6-40198661d2d5.ota","latest_version":33816598,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Arbejdslampe1', payload '{"brightness":172,"effect":null,"linkquality":112,"power_on_behavior":null,"state":"OFF"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Arbejdslampe2', payload '{"brightness":249,"effect":null,"linkquality":124,"power_on_behavior":null,"state":"OFF"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Entre1', payload '{"brightness":149,"color_options":null,"effect":null,"identify":null,"linkquality":64,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16777268,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-jetstrom-cws_release_prod_v16777268_023f19b9-f55b-4c94-a3fe-00c97755eb78.ota","latest_version":16777268,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperatur Lotte arbejdsværelse', payload '{"battery":100,"comfort_humidity_max":60,"comfort_humidity_min":40,"comfort_temperature_max":27,"comfort_temperature_min":19,"humidity":42.8,"humidity_calibration":null,"linkquality":128,"temperature":19.8,"temperature_calibration":null,"temperature_units":"celsius","update":{"installed_version":4105,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Sonoff/snzb-02d_v2.3.0.ota","latest_version":8960,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Lotte Remote Seng', payload '{"battery":90,"identify":null,"linkquality":224,"update":{"installed_version":33816581,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-kt-styrbar-remote_release_prod_v33816598_c00d5422-e816-48ec-87a6-40198661d2d5.ota","latest_version":33816598,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Gert Remote Seng', payload '{"battery":90,"identify":null,"linkquality":224,"update":{"installed_version":604241925,"latest_release_notes":null,"latest_source":null,"latest_version":604241925,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Entre2', payload '{"color_options":null,"effect":null,"identify":null,"linkquality":96,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16777268,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-jetstrom-cws_release_prod_v16777268_023f19b9-f55b-4c94-a3fe-00c97755eb78.ota","latest_version":16777268,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Terrasselys', payload '{"color_options":null,"effect":null,"identify":null,"linkquality":148,"power_on_behavior":null,"state":"OFF","update":{"installed_version":537011747,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/tradfri-sy5882-bulb-ws_release_prod_v587814449_185b3c4d-da1b-4867-8c16-2cee1fc5c11d.ota","latest_version":587814449,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/SengeLampeBedroom', payload '{"identify":null,"linkquality":224,"power_on_behavior":"previous","state":"OFF","update":{"installed_version":587765297,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/tradfri-control-outlet_release_prod_v587765297_20061876-85d6-4b39-8c9c-eb95620baa97.ota","latest_version":587765297,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/KøkkenRemote', payload '{"battery":40,"identify":null,"linkquality":212,"update":{"installed_version":604241925,"latest_release_notes":null,"latest_source":null,"latest_version":604241925,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/TrappeNedMotion', payload '{"battery":100,"battery_low":false,"linkquality":152,"occupancy":false,"voltage":3000}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/EntreMotion', payload '{"battery":100,"battery_low":false,"linkquality":92,"occupancy":false,"voltage":3000}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/SengeRemoteKælder', payload '{"battery":100,"identify":null,"linkquality":152,"update":{"installed_version":587728433,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/tradfri-controller_release_prod_v604241925_abef4451-762a-4ef9-8c11-dfd88c3e98f7.ota","latest_version":604241925,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LampeFadøl', payload '{"brightness":144,"color_mode":"color_temp","color_options":null,"color_temp":294,"effect":null,"identify":null,"linkquality":144,"power_on_behavior":null,"state":"OFF","update":{"installed_version":587814449,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/tradfri-sy5882-bulb-ws_release_prod_v587814449_185b3c4d-da1b-4867-8c16-2cee1fc5c11d.ota","latest_version":587814449,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/InstrumentLys', payload '{"brightness":129,"effect":null,"identify":null,"linkquality":152,"power_on_behavior":null,"state":"OFF","update":{"installed_version":65538,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/tradfri-driver-zingo_release_prod_v16777220_1fd2b92c-45c5-44d0-97c5-5c71c2ecb8d2.ota","latest_version":16777220,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/RemoteKælderIndenforDør', payload '{"battery":50,"identify":null,"linkquality":72,"update":{"installed_version":65572,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-kt-styrbar-remote_release_prod_v33816598_c00d5422-e816-48ec-87a6-40198661d2d5.ota","latest_version":33816598,"state":"available"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/MotionKælder', payload '{"battery":100,"battery_low":false,"linkquality":144,"occupancy":false,"voltage":3000}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/StueTermometer', payload '{"battery":100,"humidity":43.4,"linkquality":192,"temperature":22.94,"voltage":3000}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/BadeværelseTermometer', payload '{"battery":100,"humidity":47.87,"linkquality":176,"temperature":22.34,"voltage":3000}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/udetermometer', payload '{"battery":55.5,"humidity":86.92,"linkquality":160,"temperature":3.86,"voltage":2900}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/UdeLysSensor', payload '{"battery":0,"illuminance":275,"linkquality":148,"power_outage_count":16,"voltage":2749}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/SoveværelseTermometer', payload '{"battery":96.5,"humidity":53.57,"linkquality":224,"temperature":18.17,"voltage":2900}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Gert senge remote 2', payload '{"battery":89,"identify":null,"linkquality":224,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":1300}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/StueLedStrip', payload '{"brightness":15,"do_not_disturb":null,"effect":null,"linkquality":240,"state":"OFF"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LampeOverSpisebord', payload '{"brightness":59,"do_not_disturb":false,"effect":null,"linkquality":168,"state":"OFF"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hoveddør', payload '{"color_options":null,"effect":null,"identify":null,"linkquality":108,"power_on_behavior":null,"state":"OFF","update":{"installed_version":65554,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-lds-bulb-hwpwmcs-ws_release_prod_v65554_5d50205c-63c3-426d-bfba-4839c4b55bba.ota","latest_version":65554,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Indgangslys', payload '{"identify":null,"linkquality":108,"power_on_behavior":"previous","state":"OFF","update":{"installed_version":587765297,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/tradfri-control-outlet_release_prod_v587765297_20061876-85d6-4b39-8c9c-eb95620baa97.ota","latest_version":587765297,"state":"idle"}}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/InstrumentlysØverst', payload '{"brightness":115,"do_not_disturb":false,"effect":null,"linkquality":156,"state":"OFF"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Køkken_Ø', payload '{"brightness":157,"effect":null,"linkquality":192,"power_on_behavior":"previous","state":"OFF"}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/UnderTerasse', payload '{"child_lock":null,"current":0,"energy":0,"identify":null,"led_enable":null,"linkquality":148,"power":0,"power_on_behavior":"previous","state":"OFF","update":{"installed_version":33816645,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/inspelning-smart-plug-soc_release_prod_v33816645_02579ff4-6fec-42f6-8957-4048def87def.ota","latest_version":33816645,"state":"idle"},"voltage":232.9}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/MotionTerasse1', payload '{"battery":76,"battery_low":false,"linkquality":148,"occupancy":false,"voltage":2900}'
[2026-02-23 09:59:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/MotionTerasse2', payload '{"battery":74,"battery_low":false,"linkquality":148,"occupancy":false,"voltage":2900}'
[2026-02-23 09:59:33] info: 	z2m: Zigbee2MQTT started!
[2026-02-23 09:59:36] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/PowerMeter1', payload '{"child_lock":null,"current":null,"energy":null,"identify":null,"led_enable":null,"linkquality":160,"power":86.3,"power_on_behavior":null,"state":null,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":null}'
[2026-02-23 09:59:37] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/PowerMeter1', payload '{"child_lock":null,"current":0.62,"energy":null,"identify":null,"led_enable":null,"linkquality":160,"power":86.3,"power_on_behavior":null,"state":null,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":null}'
[2026-02-23 09:59:38] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x449fdafffe201870/connection_state/config', payload '{"default_entity_id":"binary_sensor.zigbee2mqtt_bridge_connection_state","device":{"hw_version":"EZSP v12 7.3.1.0 build 176","identifiers":["zigbee2mqtt_bridge_0x449fdafffe201870"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.8.0"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"2.8.0","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0x449fdafffe201870_connection_state_zigbee2mqtt","value_template":"{{ value_json.state }}"}'
